Brand,Lang,Intent Type,Category,Intent,Weight,Answer,Training Data,English,Answer Key
ฝากเงินปรับนานไหม
",Deposit takes how long?,
Fun88,TH,User,Payment/Deposit,รายการฝากถูกปฏิเสธ,1,"รบกวนตรวจสอบความถูกต้องของข้อมูลการฝากเงินค่ะ จากนั้นทำรายการฝากเงินอีกครั้งค่ะ
ข้อมูลเพิ่มเติม คลิก
 <intentlink>ยอดฝากไม่ปรับ<intentlink>
 <intentlink>เช็คสถานะรายการฝาก<intentlink>","ทำไมรายการฝากไม่สำเร็จ
ผมทำรายการไปทำไมโดนปฏิเสธ
ผมทำอะไรผิดหรือเปล่า ทำไมรายการถึงโดนปฏิเสธ
ผมทำอะไรผิด ทำไมรายการฝากผมโดนปฏิเสธ
รายการฝากผมกรอกอะไรผิดไปช่วยตรวจสอบทีครับ รายการโดนปฏิเสธ
ฝากไปหลายรอบแล้วครับแต่โดนปฏิเสธตลอดเลย พี่ช่วยดูหน่อย
ฝากเงินไปแต่โดนปฏิเสธ ช่วยเช็คหน่อยครับ
",Deposit rejected,
Fun88,TH,User,Payment/Deposit,ยอดฝากขั้นต่ำและสูงสุด,1,"บัญชีภายในประเทศขั้นต่ำ 200 บาท และสูงสุดไม่เกิน 1,000,000 บาทต่อวัน
FastBaht ขั้นต่ำ 100 บาท และสูงสุดไม่เกิน 5,000,000 บาทต่อวัน","ฝากขั้นต่ำ
ผมจะฝากเงิน ขั้นต่ำเท่าไหร่ครับ
ฝากเงิน 100 บาทได้ไหม
ขั้นต่ำในการฝากเงินเท่าไหร่
อยากฝากเงิน ขั้นต่ำเท่าไรห่ครับ
ผมกำลังจะฝากเงิน ขั้นต่ำเท่าไหร่นะครับ
ผมอยากรู้ว่าปรกติแล้วฝากเงินได้สูงสุดเท่าไร
ฝากสูงสุดได้เท่าไหร่ครับ
",Deposit Limits,
Fun88,TH,User,Payment/Deposit,ทำรายการฝากทุกแบบไม่ได้,1,"รบกวนทำการตรวจสอบลิ้งการใช้งานอีกครั้ง และลองเข้าใช้งานที่  www.sport788.com
แนะนำวิธีการแก้ไขปัญหาเบื้องต้นและเข้าทำรายการใหม่อีกครั้ง
<intentlink>ลบคุ๊กกี้<intentlink>
<intentlink>เปลี่ยนเบราเซอร์<intentlink>","ผมเข้าหน้าฝากไมได้เลยครับ
หน้าฝากมีปัญหาหรือเปล่าครับ
ผมอยากฝากเงินแบเข้าไปทำรายการไมได้เลยครับ
ฝากเงินไมได้เลยครับ ผมจะเข้าหน้าฝากแต่ไม่มีอะไรขึ้นเลยครับ
หน้าฝากปิดปรับปรุงอยู่หรือเปล่าครับ
มีลิ้งอื้นในการฝากเงินไหมครับ ผมเข้าหน้าฝากแล้วไม่มีอะไรขึ้นมาเลยครับ
ขอลิ้งที่สามารถกดเข้าไปฝากเงินได้หน่อยครับ
ผมฝากงินรูปแบบไหนก็ไมได้เลยครับ 
หน้าจอการฝากไม่ขึ้นอะไรเลย เกิดอะไรขึ้นหรอครับ
","Tried all deposit methods, still fail",
Fun88,TH,User,Payment/Deposit,รูปแบบการฝากเงิน,1,"ทางเราจะมีรูปแบบการฝากอยู่ 4 แบบ ค่ะ : บัญชีภายในประเทศ , ฟาสบาท,ไลน์แองเจิ้ล และอีซี่เพย์ค่ะ
ข้อมูลเพิ่มเติม คลิก
<intentlink>การฝากแบบ Fast Baht<intentlink>
<intentlink>การฝากแบบอีซี่เพย์<intentlink>
<intentlink>การฝากแบบบัญชีภายในประเทศ<intentlink>
<intentlink>การฝากผ่านไลน์นางฟ้า<intentlink>","ฝากผ่านช่องทางไหนได้บ้าง
เว็บคุณมีรูปแบบการฝากเงินแบบไหนบ้างครับ
ผมสามารถฝากแบบไหนได้บ้างครับ
ฝากผ่านบัตรเงินสดได้ไหมครับ
ฝากผ่านทรูสอลเล็ตได้ไหมเอ่ย
ฝากเงินครับมีแบบไหนบ้างครับ
แนะนำรูปแบบการฝากเงินหน่อยครับ
นอกจากบัญชีภายในประเทศ มีการฝากเงินแบบไหนอีก
",Deposit Methods,
Fun88,TH,User,Payment/Deposit,เพิ่งวงเงินการฝากต่อวัน,1,"จากการตรวจสอบ เนื่องจากคุณมีการฝากเงินเข้ามาครบตามยอดที่กำหนด อย่างไรแล้ว รบกวนรอทำรายการเข้ามาใหม่หลังเวลา 00.00 น.
ข้อมูลเพิ่มเติม คลิก
<intentlink>ยอดฝากขั้นต่ำและสูงสุด<intentlink>
<intentlink>รูปแบบการฝากเงิน<intentlink>","ผมฝากเงินเกิน 1,000,000 อะคับ พอจะเพิ่มวงเงินให้ผมได้ไหมครับ
ผมขอขยายวงเงินการฝากได้ไหมครับ
ผมกะจะฝากเงินเกิน 1,000,000 บาท อะครับ ฝากได้ใช่ไหมครับ
ฝากสาสุดได้เท่าไหร่ครับ
",Increase Deposit Day Limit,
Fun88,TH,User,Payment/Deposit/Online,การฝากแบบ Fast Baht,1,"การฝากเงินรูปแบบ Fast Baht ขั้นต่ำ 100 บาทปรับยอดเงินรวดเร็วภายใน 5-10 นาที เพียงแค่คุณมีอินเตอร์เน็ตแบงค์กิ้งของธนาคาร กรุงไทย, ไทยพาณิชย์ หรือ กรุงศรีฯ สามารถทำรายการฝากผ่านหน้าเว็บไซต์ได้ทันที
ข้อมูลเพิ่มเติม คลิก
<intentlink>ขั้้นตอนการทำรายการฝาก Fast Baht<intentlink>","ฝากเงินแบบfast bahtคืออะไรคะ
ฝาก100บาทได้ไหมครับ
ตอนนี้ฝากบัญชีภายในประเทศปิดปรับปรุงมีการฝากแบบอื่นแนะนำไหมคับ
ฝากเงินแบบฟาสบาทนานไหมครับกว่ายอดจะปรับอะครับ
อยากฝากเงินแบบ fast baht 
มีช่องทางอื่นให้ฝากไหมครับ
",Fast baht method,
Fun88,TH,User,Payment/Deposit/Online,การฝากแบบอีซี่เพย์,1,"การฝากเงินรูปแบบอีซี่เพย์ขั้นต่ำ 200 บาทปรับยอดเงินรวดเร็วภายใน 5-10 นาที เพียงแค่คุณมีอินเตอร์เน็ตแบงค์กิ้งของธนาคาร กรุงไทย, ไทยพาณิชย์, กรุงศรีฯ, กรุงเทพ, กสิกรไทย หรือ ทหารไทย  สามารถทำรายการฝากผ่านหน้าเว็บไซต์ได้ทันที
ข้อมูลเพิ่มเติม คลิก
<intentlink>ขั้้นตอนการทำรายการฝากอีซี่เพย์<intentlink>","ฝากแบบอีซี่เพย์ยัง ไง        
อยากฝากแบบอีซี่เพย์แต่ฝากไม่เป็น        
ฝากเงินแบบอีซี่เพย์         
ขอฝากอีซี่เพย์เงินหน่อย        
ฝากแบบอีซี่เพย์ยากจัง        
ฝากเงินแบบอีซี่เพย์กดตรงไหน        
ฝากเงินอีซี่เพย์ให้หน่อย        
ขอวิธีการฝากเงินแบบอีซี่เพย์หน่อยครับ        
สอนผมฝากเงินแบบอีซี่เพย์หน่อย                
อยากฝากเงินใช้อีซี่เพย์        
กดฝากอี่ซี่เพย์ตรงไหน        
ฝากอีซี่เพย์กดยังไง        
ฝากแล้วแบบEasy Payทำไงต่อ        
แจ้งฝากอีซี่เพย์ยังไง        
โอนผ่านแบบอีซี่เพย์เงินแล้วทำไงต่อ        
ทำยังไงฝากเงินอีซี่เพย์แล้วแล้ว        
ขอขั้นตอนการฝากแบบอีซี่เพย์        
              
          ",Eziepay method,
Fun88,TH,User,Payment/Deposit/Online,ขั้้นตอนการทำรายการฝาก Fast Baht,1,"1.ล็อกอินและแถบเมนูบนด้านบนสัญลักษณ์ ""$ ธนาคาร"" เลือก "" ฝากเงิน""
2.เลือกแถบเมนู "" Fast Baht""  
3.กรอกจำนวนเงินฝากขั้นต่ำที่ 100 บาท 
4.เลือกที่ธนาคารของคุณที่ต้องการฝากและคลิกที่ หลังจากนั้นคลิก “ตกลง” 
5.จากนั้นระบบจะลิ้งไปหน้าธนาคารให้กรอกข้อมูลของธนาคารยูสเซอร์และพาสเวิร์ดจากธนาคาร หลังจากนั้นธนาคารจะส่งรหัสมาให้ยังมือถือที่ลงทะเบียน เมื่อทำรายการสำเร็จหน้าจอแสดงว่า Deposit Success ยอดเงินที่ทำการฝากสำเร็จจะถูกปรับยังบัญชี Fun88 ของคุณอัตโนมัติ","ฝากฟาสบาทยังไง
ฝากแบบฟาสบาทไม่เป็น
อยากฝากเงินแบบฟาสบาท
ขอฝากแบบฟาสบาทเงินหน่อย
ฝากfastbahtยากจัง
ฝากเงิน แบบฟาสบาทกดตรงไหน
ขอวิธีการฝากเงินfastbahtหน่อยครับ
สอนผมฝากฟาสบาทเงินหน่อย
อยากฝากเงินฟาสบาททำไง
กดฝากฟาสบาทตรงไหน
ฝากแบบฟาสบาทกดยังไง
ฝากแบบฟาสบาทแล้วทำไงต่อ
ฝากยังไงอยากฝากแบบฟาสบาท 
ฝากfast bahtทางไหน
ฝากเงินแบบฟาสบาทกดยังไง 
ขอขั้นตอนฝากแบบfast bahtครับ
",Fast baht step,
Fun88,TH,User,Payment/Deposit/Online,ขั้้นตอนการทำรายการฝากอีซี่เพย์,1,"1.ล็อกอินและแถบเมนูบนด้านบนสัญลักษณ์ ""$ ธนาคาร"" คลิก ""ฝากเงิน""
2.เลือกแถบเมนู""อีซีเพย์""
3.กรอกจำนวนเงินฝากขั้นต่ำที่ 200 บาทค่ะ 
4.เลือกที่ธนาคารของคุณที่ต้องการฝากและคลิกที่ หลังจากนั้นคลิก ""ตกลง""
5.หน้าธนาคารให้กรอกข้อมูลของธนาคารยูสเซอร์และพาสเวิร์ดจากธนาคาร หลังจากนั้นธนาคารจะส่งรหัสมาให้ยังมือถือที่ลงทะเบียน เมื่อทำรายการสำเร็จหน้าจอแสดงว่า Deposit Success ยอดเงินที่ทำการฝากสำเร็จจะถูกปรับยังบัญชี Fun88 ของคุณอัตโนมัติ","ฝากแบบอีซี่เพย์ยัง ไง        
อยากฝากแบบอีซี่เพย์แต่ฝากไม่เป็น        
ฝากเงินแบบอีซี่เพย์         
ขอฝากอีซี่เพย์เงินหน่อย        
ฝากแบบอีซี่เพย์ยากจัง        
ฝากเงินแบบอีซี่เพย์กดตรงไหน        
ฝากเงินอีซี่เพย์ให้หน่อย        
ขอวิธีการฝากเงินแบบอีซี่เพย์หน่อยครับ        
สอนผมฝากเงินแบบอีซี่เพย์หน่อย                
อยากฝากเงินใช้อีซี่เพย์        
กดฝากอี่ซี่เพย์ตรงไหน        
ฝากอีซี่เพย์กดยังไง        
ฝากแล้วแบบEasy Payทำไงต่อ        
แจ้งฝากอีซี่เพย์ยังไง        
โอนผ่านแบบอีซี่เพย์เงินแล้วทำไงต่อ        
ทำยังไงฝากเงินอีซี่เพย์แล้วแล้ว        
ขอขั้นตอนการฝากแบบอีซี่เพย์        
              
          ",Eziepay step,
Fun88,TH,User,Payment/Deposit/Online,Fast Baht /  อีซี่เพย์ ไม่ปรับยอด,1,"จากการตรวจสอบ รายการฝากเงินของคุณยังอยู่ในระหว่างดำเนินการ ต้องขออภัยในความล่าช้าค่ะ ทางเราจะเร่งดำเนินการให้เร็วที่สุดค่ะ
ข้อมูลเพิ่มเติม คลิก
<intentlink>ฝากเงินใช้เวลานานเท่าไหร่<intentlink>","ผมฝากผ่านฟาสบาทยอดไม่ปรับ
เช้คยอดให้หน่อยครับยอดไม่ปรับเลย 
ยอดผมฝากไปนานมากไม่ปรับ
เงินหักจากบัญชีแล้วไม่ปรับเลยเช็คด่วน 
ยอดฝากไม่ปรับเกินชั่วโมงแล้วครับ 
ไหนบอกฝากแบบฟาสบาทไม่เกิน10นาทีไง
ผมรอยอดฝากนานแล้วนะ
ไหนบอกจะแจ้งให้ผมทราบยอดฝากไม่เห็นปรับสักที",Missing Deposit,
Fun88,TH,User,Payment/Deposit/Localbank,การฝากแบบบัญชีภายในประเทศ,1,"หากคุณสะดวกการฝากเงินผ่านเอทีเอ็ม หรือ ตู้ฝากเงินสดทางเรามีช่องทางบัญชีภายในประเทศขั้นต่ำ 200 บาทไม่รวมค่าธรรมเนียมธนาคาร (หากมี) ทั้งนี้ค่าธรรมเนียมสามารถสอบถามกับทางธนาคารโดยตรงค่ะ งดใช้บัญชึคนอื่นในการฝากเงินค่ะ
ข้อมูลเพิ่มเติม คลิก
<intentlink>ขั้นตอนการฝากบัญชีภายในประเทศ<intentlink>","ฝากผ่่านตู้ ATM ได้ไหมคะ
มีแต่เอทีเอ็ม ฝากได้ใช่ไหม
ฝากผ่านตู้ฝากเงินสด ขั้นต่ำเท่าไร
ใช้บัญชีคนอื่นฝากแทนได้ป่าว
ใช้บัญชีเพื่อนฝากเข้าไปได้ไหมคับ
ฝากให้คนอื่นโอนเข้าให้ได้ไหมคะ
ฝากขั้นต่ำเท่าไร
ฝากเอทีเอ็มขันต่ำเท่าไร
ใช้บัตรเติมเงินฝากได้ป่ะ
ใช้บัตรทรูมันนี่ ได้ป่าวคะ
มีเงินทรูวอลเล็ท ใช้แทนเงินสดได้ป่ะ
ฝากตู้ เสียค่าธรรมเนียมเท่าไร
ไม่อยกเสียค่าธรรมเนียมทำไง
ใช้บัญชีแฟนฝากแทนได้ไหมคะ
ฝาก 200 หักค่าธรรมเนียมด้วยป่าว
แอ๊บมือถือฝากร้อยสุดเท่าไร",Local bank method,
Fun88,TH,User,Payment/Deposit/Localbank,ขั้นตอนการฝากบัญชีภายในประเทศ,1,"1. ล็อกอินและแถบเมนูบนด้านบนสัญลักษณ์ """"$ ธนาคาร"""" คลิก “ฝากเงิน” 
2. เลือกแถบเมนู “บัญชีภายในประเทศ” 
3. เลือกธนาคารที่ทำการฝากเงินเข้ามา หรือ กรอกหมายเลขบัญชีธนาคารของเรา (กรอกเฉพาะหมายเลข 6 ตัวท้าย) 
4. กรอกจำนวนเงินฝากขั้นต่ำที่ 200 บาท 
5. วันที่ฝากสามารถคลิกที่ปฏิทินเลือกวันที่ฝากเงิน 
6. เวลาที่ทำการฝาก(ในสลิป)นำเวลาที่ทำการฝากจริงดูจากสลิป
7. แนบใบนำฝากหรือหลักฐานการฝากที่คุณได้ทำการเซฟไฟล์ภาพไว้ โดยการคลิกที่ “Browse” 
8. บัญชีที่ต้องการใช้ เลือกบัญชีธนาคารของคุณ
9. กดตกลง
ข้อมูลเพิ่มเติม คลิก
<intentlink>ฝากเงินใช้เวลานานเท่าไหร่<intentlink>","ฝากผ่านตู้ยังไง
ฝากแบบบัญชีภายในประเทศไม่เป็น
อยากฝากเงินผ่านตู้เงินสดธนาคาร
ขอฝากเงินหน่อย
ฝากผ่านตู้เงินสดยากจัง
ฝากเงินแบบบัญชีภายในประเทศกดตรงไหน
ฝากเงินแนปสลิปให้หน่อย
ขอวิธีการฝากเงินหน่อยครับ
สอนผมฝากเงินหน่อย
ฝากผ่านตู้ยังไง
อยากฝากเงินบัญชีภายในประเทศ
กดฝากตรงไหนผ่านตู้
แนปสลิปยังไง
แนปสลิปให้หน่อย 
แจ้งฝากยังไง
อยากฝากผ่านตู้ทำไง
โอนเงินแบบบัญชีภายในประเทศแล้วทำไงต่อ
ทำยังไงฝากเงินแล้ว
ขอขั้นตอนฝากเงินบัญชีภายในประเทศ
ต้องแนปสลิปไหม
",Local bank step,
Fun88,TH,User,Payment/Deposit/Localbank,รายการฝากบัญชีภายในประเทศไม่ปรับ,1,"รบกวนทำการตรวจสอบข้อมูลที่ได้มีการกรอกเข้ามาอีกครั้ง และรอการปรับภายใน 15-30 นาทีค่ะ
ข้อมูลเพิ่มเติม คลิก
<intentlink>รูปแบบการฝากเงิน<intentlink>","ทำรายการใหม่แล้ว รออีกไหม
แก้ไขไปรอบนึงแล้ว ปรับให้ได้ยัง
พึ่งแก้ไขข้อมูลไปเมื่อกี้นี้ รอนานแค่ไหน
ทำรายการฝากไปใหม่แล้ว
ปรับให้ทันทีเลยไหม ทำรายการใหม่แล้ว
ปรับเงินให้หน่อย ทำรายการไปแล้วเมื่อกี้
ปรับเงินเข้าให้ที พึ่งทำไปใหม่",Localbank deposit fail,
Fun88,TH,User,Payment/Deposit/Localbank,รายการฝากบัญชีภายในประเทศเกิน 30 นาที,1,ขออภัยในความไม่สะดวกสำหรับการปรับยอดล่าช้า ทางเราจะเร่งดำเนินการปรับยอดให้เร็วที่สุด,"ฝากนานแล้วยังไม่ได้อีก
รอนานแล้วนะคะ เมื่อไรเงินจะเข้า
แจ้งฝากไปตั้งนานแล้ว เมือไรเงินจะเข้าอ่ะ
เมื่อไรจะปรับยอดสักที
เมื่อไรเงินจะเข้าที่บัญชีผมสักที
รอนานขนาดนี้ ผมต้องทำไงกับพวกคุณ
ฉันยังต้องรออีกนานไหมต้องรอเธออีกนานไหม
เมื่อไรจะได้เงิน
โอนไปตั้งนานละเมื่อไรจะเข้า
รอเงินปรับ
เมื่อไรจะปรับ
รอนานเกิน30นาทีแล้ว
รอฉันรอเธออยู่ 
เงินกูอยุ่ไหน ทำไมไม่เข้า",Localbank deposit exceeded 30 mins,
Fun88,TH,User,Payment/Deposit/Localbank,ฝากเงินเข้าบัญชีที่ปิดให้บริการ,1,"หากคุณทำรายการฝากเงินเข้ามายังหมายเลขบัญชีที่เว็บไซต์เราหยุดให้บริการแล้วเป็นครั้งแรกทางเรายินดีประสานงานขอความช่วยเหลือให้คุณ
 ขอความร่วมมือทำรายการแจ้งฝากเงินที่หน้าเว็บไซต์ โดยเข้าที่หัวข้อ """"ธนาคาร"""" เลือก """"ฝากเงิน"""" แล้วเลือกที่ไอคอน """"กรณีคุณไม่พบหมายเลขบัญชีที่ทำการฝาก""""
 จากนั้นกรอกข้อมูลตามลำดับและ กรอกเลข 6 ตัวท้ายของัญชีการฝาก เป็นเลข 000000 
 รบกวนตรวจสอบหมายเลขบัญชีก่อนทำรายการฝากเงินโดยสอบถามเจ้าหน้าที่ ที่ห้องช่วยเหลือสดได้ตลอด 24 ชั่วโมงค่ะ
ข้อมูลเพิ่มเติม คลิก
<intentlink>การฝากแบบบัญชีภายในประเทศ<intentlink>
<intentlink>ขั้นตอนการฝากบัญชีภายในประเทศ<intentlink>","ฝากเข้าบัญชีเก่า
บัญชีปิดแล้ว
ฝากไปแล้วบัญชีปิด
ทำไงฝากบัญชีปิด
ไม่พบบัญชีทำไง
บัญชีไม่อยู่หน้าเว็บแล้วทำไง
หาบัญชีไม่เจอ
บัญชีหน้าเว็บหาย
ปิดบัญชีทำไม 
ฝากไปแล้วบัญชีปิด
ลืมเช็คบัญชีปิดแล้วทำไง
ยอดไม่ปรับฝากบัญชีเก่า
ปรับยอดให้หน่อยฝากเข้าบัญชีเก่า
บัญชีปิดแล้วทำไมไม่บอก
จะให้ทำไงฝากเข้าไปแล้วปิดบัญชี
ยอดยังปรับได้อยู่ไหมบัญชีปิดแล้ว
",Old account,
Fun88,TH,User,Payment/Deposit/Localbank,ฝากเงินโดยใช่บัญชีบุคคลอื่น,1,จากการตรวจสอบ คุณมีการฝากเงินเข้ามาโดยการใช้บัญชีของบุคคลที่ 3 ตามเงื่อนไขของทางเว็บไซต์ จะไม่สามารถใช้บัญชีบุคคลที่ 3 ทำรายการฝากเข้ามาได้ค่ะ เพื่อความปลอดภัยของคุณ ขอความรวมมือทำการบันทึกบัญชีของบุคคลที่ 3 เข้ามา โดยการเข้าที่เมนูฝากเงิน>ข้อมูลธนาคาร และทำการบันทึกบัญชีใหม่ จากนั้นรบกวนคุณทำรายการเข้ามาใหม่อีกครั้ง,"ผมฝากผ่านบัญชีเพื่อนไปแล้วทำไง
ฝากไปแล้วไม่รู้ว่าฝากโดยการใช้บัญชีคนอื่นไมได้
ใช้บัญชีเพือนฝากยอดไม่ยอมปรับ
ทำไงยอดไม่ปรับใช้บัญชีพ่อ 
ผมใช้บัญชีแม่ฝากยอดไม่ยอมปรับครับ
ผมไม่รู้ว่าใช้บัญชีคนอื่นฝากไม่ได้ทำไงดีคับ
ผมฝากไปแล้วไม่รู้ว่าใช้บัญชีคนอื่นฝากไม่ได้ทำไง
ผมฝากไปแล้วปรับเงินให้ผมด้วยใช้บัญชีเพื่อนฝาก
ทำไมใช้บัญชีคนอื่นฝากไม่ได้ฝากไปแล้วให้ทำไง
",3rd party deposit,
Fun88,TH,User,Payment/Deposit/Localbank,ทำรายการฝากใหม่อีกครั้ง,1,"คุณได้ทำการกรอกข้อมูลการฝากไม่ถูกต้อง รบกวนทำรายการเข้ามาใหม่พร้อมกรอกข้อมูลให้ครบถ้วนตามสลิปการโอนเงิน
ข้อมูลเพิ่มเติม คลิก
<intentlink>ขั้นตอนการฝากบัญชีภายในประเทศ<intentlink>","ฝากเข้าไปทำไมยอดไม่ปรับเลย
ผมแจ้งเวลาผิดทำไงดีครับ
ทำไมยอดไม่ปรับสักทีช่วยดูหน่อยคับ 
ผมกรอกวันทีผิดหรือเปล่าครับ 
เช็คยอดฝากให้หน่อยครับผมกรอกรหัสบัญชีถูกหรือเปล่าครับ
ผมรอนานมากทำไมยอดไม่ปรับสักที
รายการฝากไม่สำเร็จอีกแล้วจะ ให้ผมทำไง
ฝากเงินไปตั้งนานแล้ว 
จะให้ผมทำรายการกี่ครั้ง
ผมแจ้งฝากหลายรอบแล้วทำไมไม่ปรับสักที
รอยอดฝากเกิน30นาทีแล้วนะ 
จะให่รออีกนานไหมฝากไปตั้งนานแล้ว 
ทำไมยอดฝากไม่ปรับ
ยอดฝากเมื่อไหร่จะปรับ
ผมทำรายการฝากไปครับช่วยตรวจสอบให่หน่อยได้ไหมครับ 
",Re-apply Transaction ,
Fun88,TH,User,Payment/Deposit/Localbank,ธนาคารปิดปรับปรุงระบบ,1,"ตอนนี้ธนาคารมีการปิดรับปรุงไม่สามารถทำรายการปรับยอดได้ อย่างไรแล้วรอธนาคารเปิดบริการอีกครั้ง ทำรายการเข้ามาใหม่นะคะ 
","ฝากเงินไม่เข้า
ทำไมไม่ปรับยอดสักที
ผมฝากเงินทำไมไม่ปรับ 
ปรับยอดด่วน 
ธนาคารปิดปรับปรุงแล้วเหรอ
ทำไงดียอดไม่ปรับเลย
",Bank Offline,
Fun88,TH,User,Payment/Deposit/Cashcard,การฝากแบบบัตรเงินสด,1,"ตอนนี้ทางเรายังไม่มีการให้บริการผ่านช่องทางบัตรเงินสดค่ะ รบกวนคุณทำรายการฝากเข้ามาแบบ บัญชีภายในประเทศ , อีซี่เพย์ , ฟาสบาท หรือ ไลน์แองเจิ้ล
ข้อมูลเพิ่มเติม คลิก
<intentlink>รูปแบบการฝากเงิน<intentlink>","ฝาก ผ่าน บัตร เงิน สด ทำ ไง
ผม ฝาก เงิน ผ่าน บัตร เงิน สด ได้ ไหม ครับ 
มี การ ฝาก แบบ บัตร เงิน สด ด้วย หรอ 
บัตร เงิน สด ฝาก ไง
อยาก ใช้ บัตร เงิน สด ทำ ไง คับ
",Cash card method,
Fun88,TH,User,Payment/Deposit/Others,ไลน์นางฟ้า,1,"ไลน์นางฟ้า เป็นอีกหนึ่งช่องทางบริการเพื่อความสะดวกและรวดเร็วในการแจ้งฝากเงินแบบบัญชีภายในประเทศค่ะ
 เพียงคุณแอดไลน์ID @funangel และทำรายการตามขั้นตอนผ่านระบบตอบรับอัตโนมัติ ได้เลยค่ะ","ฝากผ่านไลน์ยังไง
ฝากไม่เป็นฝากผ่านไลน์ได้ไหม
อยากฝากเงินผ่านไลน์
ขอฝากเงินผ่านไลน์หน่อย
ฝากยากจังฝากผ่านไลน์ได้ไหม 
ฝากเงินในไลน์กดตรงไหน
ฝากเงินในไลน์ให้หน่อย
ขอวิธีการฝากเงินผ่านไลน์หน่อยครับ
สอนผมฝากเงินในไลน์หน่อย
ฝากเงินช่องทางไหนได้บ้าง
อยากฝากเงินในไลน์
กดฝากในไลน์ตรงไหน
ฝากผ่านไลน์กดยังไง
ฝากในไลน์แล้วทำไงต่อ
แจ้งฝากยังไง
ฝากไลน์ทางไหน
โอนเงินแล้วแจ้งฝากในไลน์ต้องทำไงต่อ
แจ้งฝากผ่านไลน์ยังไงยังไงฝากเงินแล้ว
ขอขั้นตอนฝากผ่านไลน์แองเจิ้ล
ฝากไลน์ต้องแนปสลิปไหม",Line angel,
Fun88,TH,User,Bet,ยอดเดิมพันขั้นต่ำ,1,"ขั้นต่ำการเดิมพันแต่ละผู้ให้บริการจะไม่เท่ากันค่ะ กีฬาขั้นต่ำจะเริ่มต้นที่ 5 บาท คาสิโนเริ่มต้นที่ 20 บาท เกมส์สล็อตเริ่มต้นที่ 5 บาท ขึ้นอยู่กับแต่ละผู้ให้บริการค่ะ
ข้อมูลเพิ่มเติม คลิก
<intentlink>เดิมพันอย่างไร<intentlink>","เล่นขั้นต่ำเท่าไร
เดิมพันขั้นต่ำเท่าไร
ขั้นต่ำในการเดิมพันเท่าไร
เล่นขั้นต่ำเท่าไร
เล่นเริ่มที่เท่าไร
ขั้นต่ำเดิมพัน
เล่นขั้นต่ำ
จะเล่น ขั้นต่ำเท่าไร
การเดิมพันมีขั้นต่ำเท่าไรบ้างครับ
เล่นขั้นต่ำเท่าไรบ้างคับ",General Betting Limits,
Fun88,TH,User,Bet,เดิมพันอย่างไร,1,"วิธีการเดิมพันเกมส์กีฬา อ้างอิงจากลิ้ง https://www.sport788.com/th/help/วิธีพนันกีฬา/
วิธีการเดิมพันคาสิโนสด อ้างอิงจากลิ้ง https://www.sport788.com/th/help/วิธีเล่นคาสิโนสด/
วิธีการเดิมพันเกมส์ อ้างอิงจากลิ้ง https://www.sport788.com/th/help/วิธีเล่นสล็อต/
วิธีการเดิมพันหวย อ้างอิงจากลิ้ง https://www.sport788.com/th/help/วิธีเล่นหวย/
ข้อมูลเพิ่มเติม คลิก
<intentlink>ยอดเดิมพันขั้นต่ำ<intentlink>","เล่นยังไง
จะเล่นต้องทำไง
เดิมพันอย่างไรครับ
เริ่มเล่นได้ยังไงคับ
ต้องทำการไงบ้าง เล่นยังไง
จะเดิมพันเริ่มจากอะไรคับ 
เริ่มเล่นจากตรงไหนคับ
กีฬาเล่นยังไงคับ
